traffic_type,packet_size,interval_ms,num_stations,ru,mcs,throughput_mbps,mean_delay_ms,mean_jitter_ms,packet_loss_rate,priority,twt_ms
VPN,900,80,15,3,6,0.000810,1.290452,1.581481,0.000000,1,60
IoT,64,1000,15,3,6,0.000810,0.949392,1.131745,0.000000,0,280
VoIP,160,20,15,3,9,0.075323,0.391731,0.220187,0.000000,3,8
Video,1400,40,15,3,9,0.286560,0.183473,0.144940,0.000000,2,20
HTTP,800,100,15,3,9,0.066802,0.585893,0.315594,0.000000,1,55
VPN,900,80,15,3,9,0.093429,0.451744,0.206524,0.000000,1,60
IoT,64,1000,15,3,9,0.075326,0.307458,0.177640,0.000000,0,280
VoIP,160,20,15,3,9,0.286579,0.163554,0.083015,0.000000,3,8
Video,1400,40,15,3,9,0.066813,0.462161,0.264606,0.000000,2,20
HTTP,800,100,15,3,9,0.093448,0.160389,0.083802,0.000000,1,55
VPN,900,80,15,3,9,0.075326,0.398592,0.257784,0.000000,1,60
IoT,64,1000,15,3,9,0.286600,0.164491,0.110922,0.000000,0,280
VoIP,160,20,15,3,9,0.066828,0.599797,0.321643,0.000000,3,8
Video,1400,40,15,3,9,0.093459,0.490622,0.241775,0.000000,2,20
HTTP,800,100,15,3,9,0.000810,0.918436,0.943033,0.000000,1,55
VPN,900,80,15,3,9,0.000810,0.644836,0.583194,0.000000,1,60
IoT,64,1000,15,3,9,0.000810,0.709420,0.988449,0.000000,0,280
VoIP,160,20,15,3,11,0.075323,0.385518,0.206908,0.000000,3,8
Video,1400,40,15,3,11,0.286560,0.168915,0.124853,0.000000,2,20
HTTP,800,100,15,3,11,0.066804,0.599248,0.334593,0.000000,1,55
VPN,900,80,15,3,11,0.093425,0.459094,0.228447,0.000000,1,60
IoT,64,1000,15,3,11,0.075326,0.308328,0.191450,0.000000,0,280
VoIP,160,20,15,3,11,0.286579,0.180313,0.096136,0.000000,3,8
Video,1400,40,15,3,11,0.066814,0.456210,0.249375,0.000000,2,20
HTTP,800,100,15,3,11,0.093448,0.211873,0.120036,0.000000,1,55
VPN,900,80,15,3,11,0.075327,0.399093,0.267058,0.000000,1,60
IoT,64,1000,15,3,11,0.286600,0.155397,0.105076,0.000000,0,280
VoIP,160,20,15,3,11,0.066826,0.652291,0.340961,0.000000,3,8
Video,1400,40,15,3,11,0.093459,0.500937,0.264371,0.000000,2,20
HTTP,800,100,15,3,11,0.000810,0.291348,0.252223,0.000000,1,55
VPN,900,80,15,3,11,0.000810,1.359500,1.453186,0.000000,1,60
IoT,64,1000,15,3,11,0.000810,1.415202,1.332230,0.000000,0,280
VoIP,160,20,15,5,0,0.075321,0.386257,0.221593,0.000000,3,8
Video,1400,40,15,5,0,0.286559,0.199684,0.177980,0.000000,2,20
HTTP,800,100,15,5,0,0.066803,0.567684,0.364850,0.000000,1,55
VPN,900,80,15,5,0,0.093429,0.495724,0.234522,0.000000,1,60
IoT,64,1000,15,5,0,0.075326,0.299608,0.173148,0.000000,0,280
VoIP,160,20,15,5,0,0.286579,0.189500,0.122817,0.000000,3,8
Video,1400,40,15,5,0,0.066811,0.425894,0.215902,0.000000,2,20
HTTP,800,100,15,5,0,0.093448,0.191183,0.126107,0.000000,1,55
VPN,900,80,15,5,0,0.075328,0.397294,0.257531,0.000000,1,60
IoT,64,1000,15,5,0,0.286600,0.170879,0.125309,0.000000,0,280
VoIP,160,20,15,5,0,0.066826,0.703634,0.360885,0.000000,3,8
Video,1400,40,15,5,0,0.093459,0.499846,0.286162,0.000000,2,20
HTTP,800,100,15,5,0,0.000810,0.826112,0.840894,0.000000,1,55
VPN,900,80,15,5,0,0.000810,0.721174,0.684414,0.000000,1,60
IoT,64,1000,15,5,0,0.000810,0.794425,0.831974,0.000000,0,280
VoIP,160,20,15,5,3,0.075323,0.384858,0.222562,0.000000,3,8
Video,1400,40,15,5,3,0.286559,0.192090,0.164352,0.000000,2,20
HTTP,800,100,15,5,3,0.066801,0.612707,0.323666,0.000000,1,55
VPN,900,80,15,5,3,0.093429,0.449411,0.218386,0.000000,1,60
IoT,64,1000,15,5,3,0.075326,0.308781,0.181130,0.000000,0,280
VoIP,160,20,15,5,3,0.286579,0.171577,0.107062,0.000000,3,8
Video,1400,40,15,5,3,0.066812,0.534478,0.351594,0.000000,2,20
HTTP,800,100,15,5,3,0.093448,0.221264,0.159411,0.000000,1,55
VPN,900,80,15,5,3,0.075327,0.406223,0.261571,0.000000,1,60
IoT,64,1000,15,5,3,0.286600,0.173205,0.117110,0.000000,0,280
VoIP,160,20,15,5,3,0.066827,0.699787,0.325738,0.000000,3,8
Video,1400,40,15,5,3,0.093459,0.456243,0.234739,0.000000,2,20
HTTP,800,100,15,5,3,0.000810,1.064202,1.104083,0.000000,1,55
VPN,900,80,15,5,3,0.000810,1.275759,1.273315,0.000000,1,60
IoT,64,1000,15,5,3,0.000810,0.631840,0.592862,0.000000,0,280
VoIP,160,20,15,5,6,0.075323,0.387503,0.211950,0.000000,3,8
Video,1400,40,15,5,6,0.286559,0.211932,0.178404,0.000000,2,20
HTTP,800,100,15,5,6,0.066801,0.646397,0.388415,0.000000,1,55
VPN,900,80,15,5,6,0.093429,0.473002,0.223260,0.000000,1,60
IoT,64,1000,15,5,6,0.075326,0.309714,0.187282,0.000000,0,280
VoIP,160,20,15,5,6,0.286579,0.163299,0.088030,0.000000,3,8
Video,1400,40,15,5,6,0.066814,0.471650,0.261032,0.000000,2,20
HTTP,800,100,15,5,6,0.093448,0.208780,0.128563,0.000000,1,55
VPN,900,80,15,5,6,0.075327,0.391013,0.263575,0.000000,1,60
IoT,64,1000,15,5,6,0.286600,0.173857,0.131897,0.000000,0,280
VoIP,160,20,15,5,6,0.066828,0.678658,0.408178,0.000000,3,8
Video,1400,40,15,5,6,0.093457,0.495051,0.261755,0.000000,2,20
HTTP,800,100,15,5,6,0.000810,0.379468,0.349346,0.000000,1,55
VPN,900,80,15,5,6,0.000810,1.085429,1.115013,0.000000,1,60
IoT,64,1000,15,5,6,0.000810,0.914042,0.944524,0.000000,0,280
VoIP,160,20,15,5,9,0.075321,0.386109,0.215624,0.000000,3,8
Video,1400,40,15,5,9,0.286560,0.214470,0.172529,0.000000,2,20
HTTP,800,100,15,5,9,0.066800,0.595261,0.318584,0.000000,1,55
VPN,900,80,15,5,9,0.093428,0.487073,0.236157,0.000000,1,60
IoT,64,1000,15,5,9,0.075323,0.314940,0.195988,0.000000,0,280
VoIP,160,20,15,5,9,0.286579,0.206702,0.144544,0.000000,3,8
Video,1400,40,15,5,9,0.066813,0.463208,0.276132,0.000000,2,20
HTTP,800,100,15,5,9,0.093448,0.155509,0.083728,0.000000,1,55
VPN,900,80,15,5,9,0.075328,0.416591,0.285333,0.000000,1,60
IoT,64,1000,15,5,9,0.286600,0.161110,0.106471,0.000000,0,280
VoIP,160,20,15,5,9,0.066829,0.663200,0.408745,0.000000,3,8
Video,1400,40,15,5,9,0.093459,0.514107,0.284438,0.000000,2,20
HTTP,800,100,15,5,9,0.000810,0.551547,0.541460,0.000000,1,55
VPN,900,80,15,5,9,0.000810,0.665405,0.672258,0.000000,1,60
IoT,64,1000,15,5,9,0.000810,1.128123,1.396878,0.000000,0,280
VoIP,160,20,15,5,11,0.075323,0.374236,0.212585,0.000000,3,8
Video,1400,40,15,5,11,0.286560,0.188200,0.138024,0.000000,2,20
HTTP,800,100,15,5,11,0.066800,0.557271,0.335072,0.000000,1,55
VPN,900,80,15,5,11,0.093426,0.459712,0.237231,0.000000,1,60
IoT,64,1000,15,5,11,0.075325,0.327280,0.197206,0.000000,0,280
VoIP,160,20,15,5,11,0.286579,0.172893,0.098242,0.000000,3,8
Video,1400,40,15,5,11,0.066812,0.453570,0.267026,0.000000,2,20
HTTP,800,100,15,5,11,0.093448,0.233923,0.154170,0.000000,1,55
VPN,900,80,15,5,11,0.075327,0.417100,0.281450,0.000000,1,60
IoT,64,1000,15,5,11,0.286600,0.162783,0.102223,0.000000,0,280
VoIP,160,20,15,5,11,0.066824,0.694868,0.392104,0.000000,3,8
Video,1400,40,15,5,11,0.093457,0.467515,0.248578,0.000000,2,20
HTTP,800,100,15,5,11,0.000810,0.555489,0.541717,0.000000,1,55
VPN,900,80,15,5,11,0.000810,1.019965,1.187081,0.000000,1,60
IoT,64,1000,15,5,11,0.000810,0.739689,0.495061,0.000000,0,280
VoIP,160,20,15,8,0,0.075323,0.368863,0.208974,0.000000,3,8
Video,1400,40,15,8,0,0.286560,0.233902,0.219593,0.000000,2,20
HTTP,800,100,15,8,0,0.066804,0.674036,0.451672,0.000000,1,55
VPN,900,80,15,8,0,0.093425,0.472836,0.251488,0.000000,1,60
IoT,64,1000,15,8,0,0.075326,0.312484,0.183475,0.000000,0,280
VoIP,160,20,15,8,0,0.286579,0.194185,0.127100,0.000000,3,8
Video,1400,40,15,8,0,0.066812,0.518534,0.312432,0.000000,2,20
HTTP,800,100,15,8,0,0.093448,0.185430,0.106954,0.000000,1,55
VPN,900,80,15,8,0,0.075327,0.423310,0.290342,0.000000,1,60
IoT,64,1000,15,8,0,0.286600,0.167383,0.125569,0.000000,0,280
VoIP,160,20,15,8,0,0.066826,0.658351,0.391580,0.000000,3,8
Video,1400,40,15,8,0,0.093457,0.526475,0.267919,0.000000,2,20
HTTP,800,100,15,8,0,0.000810,0.735732,0.741515,0.000000,1,55
VPN,900,80,15,8,0,0.000809,0.885596,0.798018,0.000000,1,60
IoT,64,1000,15,8,0,0.000810,0.635576,0.789104,0.000000,0,280
VoIP,160,20,15,8,3,0.075322,0.398659,0.224325,0.000000,3,8
Video,1400,40,15,8,3,0.286560,0.225211,0.218574,0.000000,2,20
HTTP,800,100,15,8,3,0.066804,0.561553,0.328543,0.000000,1,55
VPN,900,80,15,8,3,0.093427,0.507307,0.261086,0.000000,1,60
IoT,64,1000,15,8,3,0.075327,0.317404,0.178851,0.000000,0,280
VoIP,160,20,15,8,3,0.286579,0.177569,0.092629,0.000000,3,8
Video,1400,40,15,8,3,0.066812,0.479321,0.298424,0.000000,2,20
HTTP,800,100,15,8,3,0.093448,0.181796,0.113488,0.000000,1,55
VPN,900,80,15,8,3,0.075326,0.387357,0.243725,0.000000,1,60
IoT,64,1000,15,8,3,0.286600,0.179901,0.132333,0.000000,0,280
VoIP,160,20,15,8,3,0.066828,0.600158,0.381819,0.000000,3,8
Video,1400,40,15,8,3,0.093460,0.505673,0.285872,0.000000,2,20
HTTP,800,100,15,8,3,0.000810,0.560384,0.548521,0.000000,1,55
VPN,900,80,15,8,3,0.000810,0.928256,0.952089,0.000000,1,60
IoT,64,1000,15,8,3,0.000809,0.989876,0.990282,0.000000,0,280
VoIP,160,20,15,8,6,0.075323,0.402257,0.230927,0.000000,3,8
Video,1400,40,15,8,6,0.286560,0.196038,0.164884,0.000000,2,20
HTTP,800,100,15,8,6,0.066799,0.631932,0.390445,0.000000,1,55
VPN,900,80,15,8,6,0.093427,0.523282,0.292729,0.000000,1,60
IoT,64,1000,15,8,6,0.075327,0.302111,0.175553,0.000000,0,280
VoIP,160,20,15,8,6,0.286579,0.179457,0.098716,0.000000,3,8
Video,1400,40,15,8,6,0.066812,0.439504,0.259488,0.000000,2,20
HTTP,800,100,15,8,6,0.093448,0.179706,0.087638,0.000000,1,55
VPN,900,80,15,8,6,0.075326,0.402637,0.266420,0.000000,1,60
IoT,64,1000,15,8,6,0.286600,0.165496,0.108316,0.000000,0,280
VoIP,160,20,15,8,6,0.066823,0.738722,0.403602,0.000000,3,8
Video,1400,40,15,8,6,0.093461,0.480812,0.257584,0.000000,2,20
HTTP,800,100,15,8,6,0.000810,0.656765,0.655376,0.000000,1,55
VPN,900,80,15,8,6,0.000810,0.914071,1.028657,0.000000,1,60
IoT,64,1000,15,8,6,0.000810,0.995508,0.927399,0.000000,0,280
VoIP,160,20,15,8,9,0.075323,0.384084,0.222005,0.000000,3,8
Video,1400,40,15,8,9,0.286560,0.184136,0.153989,0.000000,2,20
HTTP,800,100,15,8,9,0.066804,0.611275,0.314531,0.000000,1,55
VPN,900,80,15,8,9,0.093427,0.422828,0.194242,0.000000,1,60
IoT,64,1000,15,8,9,0.075327,0.314203,0.188709,0.000000,0,280
VoIP,160,20,15,8,9,0.286579,0.177616,0.102235,0.000000,3,8
Video,1400,40,15,8,9,0.066814,0.456434,0.203107,0.000000,2,20
HTTP,800,100,15,8,9,0.093448,0.186395,0.093010,0.000000,1,55
VPN,900,80,15,8,9,0.075326,0.410243,0.272346,0.000000,1,60
IoT,64,1000,15,8,9,0.286582,0.149098,0.099583,0.000000,0,280
VoIP,160,20,15,8,9,0.066826,0.665885,0.363057,0.000000,3,8
Video,1400,40,15,8,9,0.093457,0.502300,0.274528,0.000000,2,20
HTTP,800,100,15,8,9,0.000810,0.555057,0.541609,0.000000,1,55
VPN,900,80,15,8,9,0.000810,0.587156,0.555422,0.000000,1,60
IoT,64,1000,15,8,9,0.000809,0.806989,0.667000,0.000000,0,280
VoIP,160,20,15,8,11,0.075321,0.376740,0.218582,0.000000,3,8
Video,1400,40,15,8,11,0.286560,0.178808,0.140721,0.000000,2,20
HTTP,800,100,15,8,11,0.066801,0.561754,0.338869,0.000000,1,55
VPN,900,80,15,8,11,0.093428,0.530265,0.279062,0.000000,1,60
IoT,64,1000,15,8,11,0.075327,0.307879,0.180709,0.000000,0,280
VoIP,160,20,15,8,11,0.286579,0.171686,0.084692,0.000000,3,8
Video,1400,40,15,8,11,0.066814,0.477934,0.314091,0.000000,2,20
HTTP,800,100,15,8,11,0.093448,0.184025,0.115765,0.000000,1,55
VPN,900,80,15,8,11,0.075328,0.393998,0.257919,0.000000,1,60
IoT,64,1000,15,8,11,0.286600,0.182006,0.144404,0.000000,0,280
VoIP,160,20,15,8,11,0.066828,0.637713,0.330937,0.000000,3,8
Video,1400,40,15,8,11,0.093461,0.480471,0.241997,0.000000,2,20
HTTP,800,100,15,8,11,0.000810,0.918404,0.943139,0.000000,1,55
VPN,900,80,15,8,11,0.000810,0.784755,0.665777,0.000000,1,60
IoT,64,1000,15,8,11,0.000810,0.688167,0.796969,0.000000,0,280
VoIP,160,20,15,12,0,0.075322,0.395770,0.226615,0.000000,3,8
Video,1400,40,15,12,0,0.286560,0.195725,0.171860,0.000000,2,20
HTTP,800,100,15,12,0,0.066801,0.641996,0.401617,0.000000,1,55
VPN,900,80,15,12,0,0.093428,0.477295,0.226400,0.000000,1,60
IoT,64,1000,15,12,0,0.075324,0.311938,0.188093,0.000000,0,280
VoIP,160,20,15,12,0,0.286579,0.181250,0.108205,0.000000,3,8
Video,1400,40,15,12,0,0.066812,0.477824,0.265500,0.000000,2,20
HTTP,800,100,15,12,0,0.093448,0.236778,0.160062,0.000000,1,55
VPN,900,80,15,12,0,0.075329,0.384679,0.246613,0.000000,1,60
IoT,64,1000,15,12,0,0.286600,0.151179,0.096208,0.000000,0,280
VoIP,160,20,15,12,0,0.066825,0.643401,0.310196,0.000000,3,8
Video,1400,40,15,12,0,0.093456,0.443306,0.216396,0.000000,2,20
HTTP,800,100,15,12,0,0.000810,0.308757,0.272082,0.000000,1,55
VPN,900,80,15,12,0,0.000810,0.622883,0.583960,0.000000,1,60
IoT,64,1000,15,12,0,0.000810,0.794915,0.720566,0.000000,0,280
VoIP,160,20,15,12,3,0.075322,0.395308,0.228755,0.000000,3,8
Video,1400,40,15,12,3,0.286560,0.210072,0.187388,0.000000,2,20
HTTP,800,100,15,12,3,0.066804,0.612886,0.384496,0.000000,1,55
VPN,900,80,15,12,3,0.093428,0.483604,0.231890,0.000000,1,60
IoT,64,1000,15,12,3,0.075324,0.307078,0.185978,0.000000,0,280
VoIP,160,20,15,12,3,0.286579,0.168587,0.088876,0.000000,3,8
Video,1400,40,15,12,3,0.066813,0.506751,0.332415,0.000000,2,20
HTTP,800,100,15,12,3,0.093448,0.211415,0.125987,0.000000,1,55
VPN,900,80,15,12,3,0.075326,0.394547,0.275092,0.000000,1,60
IoT,64,1000,15,12,3,0.286600,0.177143,0.143368,0.000000,0,280
VoIP,160,20,15,12,3,0.066826,0.646996,0.366065,0.000000,3,8
Video,1400,40,15,12,3,0.093461,0.478280,0.259883,0.000000,2,20
HTTP,800,100,15,12,3,0.000810,0.745612,0.753805,0.000000,1,55
VPN,900,80,15,12,3,0.000810,1.645496,1.602358,0.000000,1,60
IoT,64,1000,15,12,3,0.000810,0.913523,1.057086,0.000000,0,280
VoIP,160,20,15,12,6,0.075322,0.366209,0.191585,0.000000,3,8
Video,1400,40,15,12,6,0.286559,0.179363,0.149649,0.000000,2,20
HTTP,800,100,15,12,6,0.066803,0.630335,0.370454,0.000000,1,55
VPN,900,80,15,12,6,0.093429,0.519629,0.262257,0.000000,1,60
IoT,64,1000,15,12,6,0.075326,0.306411,0.165040,0.000000,0,280
VoIP,160,20,15,12,6,0.286579,0.200534,0.129195,0.000000,3,8
Video,1400,40,15,12,6,0.066812,0.435497,0.243563,0.000000,2,20
HTTP,800,100,15,12,6,0.093448,0.182830,0.128975,0.000000,1,55
VPN,900,80,15,12,6,0.075329,0.394111,0.250903,0.000000,1,60
IoT,64,1000,15,12,6,0.286600,0.185061,0.157914,0.000000,0,280
VoIP,160,20,15,12,6,0.066825,0.667872,0.397291,0.000000,3,8
Video,1400,40,15,12,6,0.093457,0.480058,0.262431,0.000000,2,20
HTTP,800,100,15,12,6,0.000810,0.560544,0.548100,0.000000,1,55
VPN,900,80,15,12,6,0.000810,1.320391,1.194378,0.000000,1,60
IoT,64,1000,15,12,6,0.000810,0.939712,0.987104,0.000000,0,280
VoIP,160,20,15,12,9,0.075321,0.398018,0.233415,0.000000,3,8
Video,1400,40,15,12,9,0.286560,0.247800,0.236204,0.000000,2,20
HTTP,800,100,15,12,9,0.066804,0.652140,0.378298,0.000000,1,55
VPN,900,80,15,12,9,0.093428,0.490537,0.242690,0.000000,1,60
IoT,64,1000,15,12,9,0.075327,0.308525,0.188433,0.000000,0,280
VoIP,160,20,15,12,9,0.286579,0.153222,0.078521,0.000000,3,8
Video,1400,40,15,12,9,0.066813,0.441052,0.245317,0.000000,2,20
HTTP,800,100,15,12,9,0.093448,0.221193,0.122852,0.000000,1,55
VPN,900,80,15,12,9,0.075327,0.399219,0.258349,0.000000,1,60
IoT,64,1000,15,12,9,0.286600,0.149517,0.088254,0.000000,0,280
VoIP,160,20,15,12,9,0.066827,0.629540,0.402892,0.000000,3,8
Video,1400,40,15,12,9,0.093456,0.519716,0.349742,0.000000,2,20
HTTP,800,100,15,12,9,0.000810,0.371140,0.340263,0.000000,1,55
VPN,900,80,15,12,9,0.000810,0.815553,0.870078,0.000000,1,60
IoT,64,1000,15,12,9,0.000810,0.823666,0.989291,0.000000,0,280
VoIP,160,20,15,12,11,0.075322,0.380764,0.208384,0.000000,3,8
Video,1400,40,15,12,11,0.286560,0.196888,0.156660,0.000000,2,20
HTTP,800,100,15,12,11,0.066802,0.658809,0.359128,0.000000,1,55
VPN,900,80,15,12,11,0.093428,0.449855,0.224778,0.000000,1,60
IoT,64,1000,15,12,11,0.075327,0.304283,0.177086,0.000000,0,280
VoIP,160,20,15,12,11,0.286579,0.181164,0.115930,0.000000,3,8
Video,1400,40,15,12,11,0.066813,0.462881,0.249993,0.000000,2,20
HTTP,800,100,15,12,11,0.093448,0.179802,0.109662,0.000000,1,55
VPN,900,80,15,12,11,0.075326,0.409028,0.271182,0.000000,1,60
IoT,64,1000,15,12,11,0.286600,0.174801,0.134779,0.000000,0,280
VoIP,160,20,15,12,11,0.066829,0.681443,0.399464,0.000000,3,8
Video,1400,40,15,12,11,0.093457,0.508924,0.262855,0.000000,2,20
HTTP,800,100,15,12,11,0.000810,0.554341,0.541057,0.000000,1,55
VPN,900,80,15,12,11,0.000810,0.798721,0.786170,0.000000,1,60
IoT,64,1000,15,12,11,0.000810,1.166671,0.800531,0.000000,0,280
VoIP,160,20,15,18,0,0.075321,0.374257,0.203771,0.000000,3,8
Video,1400,40,15,18,0,0.286560,0.228902,0.201655,0.000000,2,20
HTTP,800,100,15,18,0,0.066794,0.634383,0.391829,0.000000,1,55
VPN,900,80,15,18,0,0.093428,0.475298,0.227564,0.000000,1,60
IoT,64,1000,15,18,0,0.075324,0.311243,0.178405,0.000000,0,280
VoIP,160,20,15,18,0,0.286579,0.184830,0.105033,0.000000,3,8
Video,1400,40,15,18,0,0.066811,0.445297,0.277768,0.000000,2,20
HTTP,800,100,15,18,0,0.093448,0.200648,0.125443,0.000000,1,55
VPN,900,80,15,18,0,0.075329,0.403031,0.264473,0.000000,1,60
IoT,64,1000,15,18,0,0.286600,0.166265,0.117199,0.000000,0,280
VoIP,160,20,15,18,0,0.066828,0.731830,0.399165,0.000000,3,8
Video,1400,40,15,18,0,0.093456,0.472456,0.252579,0.000000,2,20
HTTP,800,100,15,18,0,0.000810,0.647293,0.645282,0.000000,1,55
VPN,900,80,15,18,0,0.000810,1.174343,1.021071,0.000000,1,60
IoT,64,1000,15,18,0,0.000810,1.285754,1.425179,0.000000,0,280
VoIP,160,20,15,18,3,0.075322,0.386120,0.227402,0.000000,3,8
Video,1400,40,15,18,3,0.286560,0.196695,0.180547,0.000000,2,20
HTTP,800,100,15,18,3,0.066802,0.646475,0.332500,0.000000,1,55
VPN,900,80,15,18,3,0.093429,0.473728,0.221698,0.000000,1,60
IoT,64,1000,15,18,3,0.075326,0.301414,0.174388,0.000000,0,280
VoIP,160,20,15,18,3,0.286579,0.158020,0.069449,0.000000,3,8
Video,1400,40,15,18,3,0.066814,0.439565,0.229151,0.000000,2,20
HTTP,800,100,15,18,3,0.093448,0.246815,0.153878,0.000000,1,55
VPN,900,80,15,18,3,0.075326,0.386186,0.246974,0.000000,1,60
IoT,64,1000,15,18,3,0.286600,0.194788,0.166294,0.000000,0,280
VoIP,160,20,15,18,3,0.066829,0.641333,0.405438,0.000000,3,8
Video,1400,40,15,18,3,0.093459,0.443021,0.216552,0.000000,2,20
HTTP,800,100,15,18,3,0.000810,0.638536,0.634968,0.000000,1,55
VPN,900,80,15,18,3,0.000809,1.282102,0.564252,0.000000,1,60
IoT,64,1000,15,18,3,0.000810,0.708610,0.728788,0.000000,0,280
VoIP,160,20,15,18,6,0.075321,0.383232,0.215996,0.000000,3,8
Video,1400,40,15,18,6,0.286560,0.243354,0.228100,0.000000,2,20
HTTP,800,100,15,18,6,0.066800,0.617419,0.372014,0.000000,1,55
VPN,900,80,15,18,6,0.093426,0.466311,0.221145,0.000000,1,60
IoT,64,1000,15,18,6,0.075325,0.294845,0.167208,0.000000,0,280
VoIP,160,20,15,18,6,0.286579,0.183151,0.107839,0.000000,3,8
Video,1400,40,15,18,6,0.066814,0.443669,0.257576,0.000000,2,20
HTTP,800,100,15,18,6,0.093448,0.202162,0.130275,0.000000,1,55
VPN,900,80,15,18,6,0.075328,0.396707,0.263072,0.000000,1,60
IoT,64,1000,15,18,6,0.286600,0.177535,0.132000,0.000000,0,280
VoIP,160,20,15,18,6,0.066827,0.711341,0.396063,0.000000,3,8
Video,1400,40,15,18,6,0.093458,0.486811,0.270224,0.000000,2,20
HTTP,800,100,15,18,6,0.000810,0.554255,0.541435,0.000000,1,55
VPN,900,80,15,18,6,0.000810,1.067749,0.945068,0.000000,1,60
IoT,64,1000,15,18,6,0.000810,1.104329,0.811545,0.000000,0,280
VoIP,160,20,15,18,9,0.075324,0.390472,0.228569,0.000000,3,8
Video,1400,40,15,18,9,0.286560,0.210899,0.167606,0.000000,2,20
HTTP,800,100,15,18,9,0.066797,0.646427,0.390898,0.000000,1,55
VPN,900,80,15,18,9,0.093429,0.468869,0.245478,0.000000,1,60
IoT,64,1000,15,18,9,0.075326,0.310764,0.186456,0.000000,0,280
VoIP,160,20,15,18,9,0.286579,0.171449,0.088085,0.000000,3,8
Video,1400,40,15,18,9,0.066813,0.502209,0.363409,0.000000,2,20
HTTP,800,100,15,18,9,0.093448,0.195225,0.122750,0.000000,1,55
VPN,900,80,15,18,9,0.075328,0.403372,0.261047,0.000000,1,60
IoT,64,1000,15,18,9,0.286600,0.206436,0.186490,0.000000,0,280
VoIP,160,20,15,18,9,0.066818,0.701059,0.410838,0.000000,3,8
Video,1400,40,15,18,9,0.093461,0.458069,0.204423,0.000000,2,20
HTTP,800,100,15,18,9,0.000810,0.921872,0.945446,0.000000,1,55
VPN,900,80,15,18,9,0.000810,1.279116,1.233613,0.000000,1,60
IoT,64,1000,15,18,9,0.000810,0.906056,0.924889,0.000000,0,280
VoIP,160,20,15,18,11,0.075322,0.379808,0.214285,0.000000,3,8
Video,1400,40,15,18,11,0.286560,0.216394,0.198321,0.000000,2,20
HTTP,800,100,15,18,11,0.066804,0.564183,0.321968,0.000000,1,55
VPN,900,80,15,18,11,0.093425,0.496123,0.256501,0.000000,1,60
IoT,64,1000,15,18,11,0.075325,0.308863,0.186439,0.000000,0,280
VoIP,160,20,15,18,11,0.286579,0.201807,0.118907,0.000000,3,8
Video,1400,40,15,18,11,0.066812,0.490963,0.299814,0.000000,2,20
HTTP,800,100,15,18,11,0.093448,0.222847,0.164957,0.000000,1,55
VPN,900,80,15,18,11,0.075326,0.394273,0.259564,0.000000,1,60
IoT,64,1000,15,18,11,0.286600,0.192312,0.168623,0.000000,0,280
VoIP,160,20,15,18,11,0.066825,0.661552,0.362401,0.000000,3,8
Video,1400,40,15,18,11,0.093461,0.480301,0.246506,0.000000,2,20
HTTP,800,100,15,18,11,0.000810,0.744499,0.751340,0.000000,1,55
VPN,900,80,15,18,11,0.000810,1.136269,1.144564,0.000000,1,60
IoT,64,1000,15,18,11,0.000810,0.702231,0.830007,0.000000,0,280
VoIP,160,20,15,25,0,0.075321,0.382449,0.216126,0.000000,3,8
Video,1400,40,15,25,0,0.286560,0.191037,0.167663,0.000000,2,20
HTTP,800,100,15,25,0,0.066800,0.558199,0.344850,0.000000,1,55
VPN,900,80,15,25,0,0.093427,0.464349,0.191846,0.000000,1,60
IoT,64,1000,15,25,0,0.075326,0.300772,0.174268,0.000000,0,280
VoIP,160,20,15,25,0,0.286579,0.177854,0.099654,0.000000,3,8
Video,1400,40,15,25,0,0.066811,0.447443,0.232556,0.000000,2,20
HTTP,800,100,15,25,0,0.093448,0.175442,0.115810,0.000000,1,55
VPN,900,80,15,25,0,0.075328,0.402157,0.264137,0.000000,1,60
IoT,64,1000,15,25,0,0.286600,0.187221,0.142446,0.000000,0,280
VoIP,160,20,15,25,0,0.066829,0.656071,0.339072,0.000000,3,8
Video,1400,40,15,25,0,0.093459,0.443069,0.238528,0.000000,2,20
HTTP,800,100,15,25,0,0.000810,0.303558,0.267131,0.000000,1,55
VPN,900,80,15,25,0,0.000809,1.215249,0.790411,0.000000,1,60
IoT,64,1000,15,25,0,0.000810,1.341667,1.498366,0.000000,0,280
VoIP,160,20,15,25,3,0.075321,0.374332,0.205777,0.000000,3,8
Video,1400,40,15,25,3,0.286560,0.176279,0.138735,0.000000,2,20
HTTP,800,100,15,25,3,0.066803,0.616631,0.350614,0.000000,1,55
VPN,900,80,15,25,3,0.093428,0.477634,0.250972,0.000000,1,60
IoT,64,1000,15,25,3,0.075327,0.300891,0.168700,0.000000,0,280
VoIP,160,20,15,25,3,0.286579,0.168082,0.088032,0.000000,3,8
Video,1400,40,15,25,3,0.066813,0.522505,0.325531,0.000000,2,20
HTTP,800,100,15,25,3,0.093448,0.236600,0.166816,0.000000,1,55
VPN,900,80,15,25,3,0.075328,0.410823,0.280554,0.000000,1,60
IoT,64,1000,15,25,3,0.286600,0.190446,0.147656,0.000000,0,280
VoIP,160,20,15,25,3,0.066828,0.680655,0.381641,0.000000,3,8
Video,1400,40,15,25,3,0.093461,0.470725,0.243958,0.000000,2,20
HTTP,800,100,15,25,3,0.000810,0.738300,0.745865,0.000000,1,55
